8311,IR-0013364,Date display not sync
8313,IR-0013366,Times not recognizing daylight savings
8314,IR-0013367,Remove customization for user pickers.
8315,IR-0013368,FW: RDE Failed Scan
8316,IR-0013369,Import user from AD tools
8317,IR-0013370,RFC Approver List Not Populated When Promoted from an IR Ticket
8318,IR-0013371,URGENT REPORT NEED
8320,IR-0013373,Error adding approver to RFC
8321,IR-0013374,Questions regarding AD Imports
8322,IR-0013375,Changes in CG 4.0
8323,IR-0013376,FW: Submitted for Approval RFC #RFC-000683 - Kjell Jensen account creation request.
8324,IR-0013377,AIX scans contain line breaks
8326,IR-0013379,BPA - Posting Announcement to the Portal
8327,IR-0013380,Issues with our current 3.5.3044 Production Environment
8328,IR-0013381,Question regarding mr3 release date
8329,IR-0013382,Notifications
8330,IR-0013383,Procurement and Scan information being wiped out
8331,IR-0013384,Question regarding changegear folder size
8333,IR-0013386,Report Issue
8334,IR-0013387,Lost access for Roles in ChangeGear 3.5
8337,IR-0013390,Problem with changegear crashing and no longer being active
8338,IR-0013391,Approver process delayed for one approver 
8339,IR-0013392,Clarification on BPA's
8340,IR-0013393,Owner field missing from main form
8341,IR-0013394,Log Update
8342,IR-0013395,New status for task
8344,IR-0013397,Problem with installing Changegear web
8358,IR-0013411,Coserv - Unable to Log into ChangeGear
8359,IR-0013412,Sending Justin a log file
8360,IR-0013413,Title and Manager import not accurate FW: unable to update Swift user information in Changegear
8363,IR-0013416,Licenses Status
8364,IR-0013417,FW: Question
8365,IR-0013418,FW: Change Management tickets
8366,IR-0013419,Impacted Resource - Required Field Not working
8367,IR-0013420,ChageGear 4.0.3411: Web Access error
8368,IR-0013421,Customization Rollback
8369,IR-0013422,Notice something weird in the ID of the RFC
8370,IR-0013423,URGENT - CGWeb not working
8371,IR-0013424,MySunview
8387,IR-0013440,RE: ChangeGear 4.0 MR3 Release
8393,IR-0013446,Problem with required fields
8395,IR-0013448,RE: ChangeGear Password Reset Successfully
8396,IR-0013449,RE: ChangeGear 4.0 MR3 Release
8397,IR-0013450,RE: ChangeGear 4.0 MR3 Release
8398,IR-0013451,Conference call
8400,IR-0013453,Show comment popup not working
8401,IR-0013454,Question regarding deleting crystal report
8402,IR-0013455,ChangeGear 4.0 MR3 question
8403,IR-0013456,Crystal Report Date Range
8404,IR-0013457,ChangeGear error report
8405,IR-0013458,RE: ChangeGear 4.0 MR3 Release
8406,IR-0013459,RE: ChangeGear 4.0 MR3 Release
8408,IR-0013461,Assistance with Importing Users from XML
8414,IR-0013467,Attachments
8415,IR-0013468,Issue
8417,IR-0013470,Lost access roles in ChangeGear 3.5
8418,IR-0013471,FW: ChangeGear 4.0 MR3 Release
8419,IR-0013472,Data box do not expand
8420,IR-0013473,MR3 stable build
8421,IR-0013474,FW: IT Authorities Report
8422,IR-0013475,Problem with Tasks
8423,IR-0013476,Unable to submit tickets
8424,IR-0013477,More request on Task
8425,IR-0013478,Request for custom team tasks view
8426,IR-0013479,FW: Questions
8427,IR-0013480,FW: RDE Resource Type Addition
8428,IR-0013481,ChangeGear Test environment not working
8430,IR-0013483,Promote IR to RFC
8431,IR-0013484,Tracked asset cannot be link in the ressource tab of the RFC
8432,IR-0013485,License Check (SunGard)
8433,IR-0013486,Renaming the field
8434,IR-0013487,Crystal Reports - How to incorporate Date/time period selection for reporting
8435,IR-0013488,Question regarding beta links
8436,IR-0013489,Problem getting crystal reports to work
8437,IR-0013490,Running ChangeGear on Named Instance of SQL Server
8438,IR-0013491,Template when e-mail someone from IR or RFC
8439,IR-0013492,FW: CG Server
8440,IR-0013493,Can changegear web run on port other than 80?
8441,IR-0013494,Problem with all fields being read only
8442,IR-0013495,error trying to log on to sunview
8443,IR-0013496,How do you turn on Forms Based Authentication?
8444,IR-0013497,RE: ChangeGear Notifications
8445,IR-0013498,Getting additional information from VMWare Detail Provider
8446,IR-0013499,Need script to clean out deleted CIs
8447,IR-0013500,Question
8448,IR-0013501,need assistance setting up test box
8449,IR-0013502,High Memory Utilization
8450,IR-0013503,Change Gear can not export a report - See attached error
8451,IR-0013504,Question about Licenses
8452,IR-0013505,Approval group is being bypassed when SUBMIT FOR APPROVAL is fired by later approver
8453,IR-0013506,Problem with sending team emails from CI module
8454,IR-0013507,FW: other items we need some assistance on
8455,IR-0013508,CMDB Batch Report Modifications
8456,IR-0013509,need to remove CG Actions from approval emails
8457,IR-0013510,Ability to attach document to knowledge base article
8458,IR-0013511,Cannot log into ChangeGear Server from ChangeGear Client
8459,IR-0013512,Change Gear 4 Database Move
8460,IR-0013513,FW: CG 4.5 beta installation
8461,IR-0013514,Crystal Reports Link Broken for CG 4 MR3 Download
8462,IR-0013515,How can we delete a note in a CI notes section?
8463,IR-0013516,Issue with Submit for approval action not being available
8464,IR-0013517,BPA conditions do not save
8465,IR-0013518,Question about BPAs
8466,IR-0013519,ChangeGear error report
8467,IR-0013520,Moving ChangeGear server
8469,IR-0013522,FW: setup error
8470,IR-0013523,FW: New Beta License
8471,IR-0013524,Questions regarding email connector
8472,IR-0013525,Issue with creatign a new bpa
8473,IR-0013526,License Check (Vaco)
8474,IR-0013527,Making a field not mandatory
8475,IR-0013528,Report not showing data for a specific user
8476,IR-0013529,Crystal Reports License Code
8477,IR-0013530,MR3 Patch
8478,IR-0013531,Duplicate Logic
8479,IR-0013532,Change gear template issue
8480,IR-0013533,Direct Link
8481,IR-0013534,RE: Change Management prior year issue
8482,IR-0013535,Users Import
8483,IR-0013536,CG 4.0
8484,IR-0013537,Questions after adding CMDB
8485,IR-0013538,License file request
8486,IR-0013539,Folder Request
8487,IR-0013540,FW: ChangeGear 4.5 Beta - Week 2
8488,IR-0013541,Error when trying to access web front end
8489,IR-0013542,ChangeGear error report from Teck Resources Limited
8490,IR-0013543,Question regarding port # of changegear client
8491,IR-0013544,Question regarding MR3
8492,IR-0013545,KB Search Capabilities
8493,IR-0013546,ChangeGear 4.0.3411
8494,IR-0013547,Question about how to get rfc back into pending approval state
8495,IR-0013548,4.0 Performance
8496,IR-0013549,change of fields in form
8497,IR-0013550,Some really interesting latency in changegear
8498,IR-0013551,CMDB BPA - Not Working Properly
8499,IR-0013552,Thanksgiving
8500,IR-0013553,ChangeGear error report from Womble Carlyle Sandridge & Rice PLLC
8501,IR-0013554,The Team View does not appear to work
8502,IR-0013555,Problem Module and Custom Fields
8503,IR-0013556,Templates not visible to others CG4.0 MR3 - Web interface
8504,IR-0013557,Templates will not allow the addition of Impacted Resources to existing template - CG 4.0 MR3
8505,IR-0013558,Query: caching and user web login
8506,IR-0013559,Location Views
8507,IR-0013560,FW: trouble Change Gear
8509,IR-0013562,Customization request
8510,IR-0013563,lose the ability to assign a technician
8511,IR-0013564,Restoring Deleted Items??
8512,IR-0013565,Notification Rules
8513,IR-0013566,PCG: Looking for "Impacted Business Services" field in Approval Group criteria 
8514,IR-0013567,FW: Error importing CI's into CMDB
8515,IR-0013568,PCG: Unable to delete RFCs
8516,IR-0013569,Is the RDE (v3.5.3085) supported on Windows Server 2008 R2?
8517,IR-0013570,Incidents in pending close status
8518,IR-0013571,License Check (American AgCredit)
8519,IR-0013572,License Check (Paradigm Quest Inc)
8520,IR-0013573,License Check (Canadian Cattle Identification Agency)
8521,IR-0013574,License Check (UCG)
8522,IR-0013575,Beta - cannot create Incident Tasks
8523,IR-0013576,Questiom/issue?
8524,IR-0013577,My Sunview Portal
8525,IR-0013578,License Check (Skipjack)
8526,IR-0013579,RE: URgent - RDE ISSUE.
8528,IR-0013581,How to undelete CI from the DB? 
8529,IR-0013582,FW: 4.0 Test Server
8530,IR-0013583,FW: Total time in CG
8531,IR-0013584,Template Implementation Tasks have two rows with order 23
8532,IR-0013585, "cound not find status - Pending User Validation"
8533,IR-0013586,Warning Dialog on logging in to ChangeGear test environment
8534,IR-0013587,Emailing: CGServerLog.zip
8535,IR-0013588,Email approvals not working sporadically 
8536,IR-0013589,Login Pop-up
8537,IR-0013590,FW: Your ChangeGear order has been processed
8538,IR-0013591,Re-apply customization to put serial number in name field.
8539,IR-0013592,Default View
8540,IR-0013593,New RFC Fields Unavailable
8541,IR-0013594,Goodrich Theaters Customizations
8542,IR-0013595,Change type change appears to take hours to appear on the web interface for starting new RFCs
8543,IR-0013596,ChangeGear error report
8544,IR-0013597,FW: Training 
8545,IR-0013598,Interactive Service Desk Update - Suppliers
8546,IR-0013599,Is there a way to fix task order when CG decides that two tasks have the same Order?
8547,IR-0013600,Open Ticket Report showing 2 location groups for one location
8548,IR-0013601,Location Not Appearing on Incident Created by Email Connector
8549,IR-0013602,Locationless Tickets
8551,IR-0013604,Description does not show up as a field that can be made hidden or read only in security --> roles --> fields --> Incident
8552,IR-0013605,Security for roles
8553,IR-0013606,Memory Problem
8554,IR-0013607,License Check (Base Technologies)
8555,IR-0013608,License Check (eQHealth)
8556,IR-0013609,extend trial session
8557,IR-0013610,Questions regarding a user not being able to edit a task
8560,IR-0013613,RE: Error when modifying an existing CI in the CMDB
8561,IR-0013614,Feature Request
8562,IR-0013615,Remove IP Networks Scan
8563,IR-0013616,Copy of database for Nathan M
8564,IR-0013617,Email approvals not working
8565,IR-0013618,Issue with Overlarge
8568,IR-0013621,Error in web after installing upgrading to mr3 on test machine
8569,IR-0013622,License Check (Taleo)
8570,IR-0013623,License Check (Universal Electronics)
8571,IR-0013624,License Check (UBS Bahamas)
8572,IR-0013625,License Check (Belo)
8573,IR-0013626,Questions regarding teams
8574,IR-0013627,ChangeGear error report from Department of Natural Resources Canada
8575,IR-0013628,Creating Reports
8576,IR-0013629,New Client Field Issue
8577,IR-0013630,Re-ordering tasks on a saved template in template manager causes web error
8578,IR-0013631,Question regarding which port to use to connect from client to server
8579,IR-0013632,RDE Import on test server isnt updating existing CI's
8580,IR-0013633,ChangeGear error report from Teck Resources Limited
8582,IR-0013635,Updating a custom role updates the It staff role as well
8583,IR-0013636,FW: Suite Installed.
8584,IR-0013637,Change Gear Release Notes - Version previous to 4.0 MR3
8585,IR-0013638,Question about not being able to download rde
8586,IR-0013639,Issue with MR3
8587,IR-0013640,Holding licenses again both concurrent and named
8588,IR-0013641,Trying to view any Knowledge Base article returns an error in MySunview Portal
8589,IR-0013642,ChangeGear issues
8590,IR-0013643,How to change a template name?
8591,IR-0013644,4.0 License File
8592,IR-0013645,ChangeGear error report from Sutter Connect
8593,IR-0013646,MR3 Testing
8594,IR-0013647,Date Getting Moved Forward 1 Day when exporting to Excel
8595,IR-0013648,Change Type dropdown issues
8596,IR-0013649,Field Chooser does not have all fields
8597,IR-0013650,Wrong link for maintenance release notes 
8598,IR-0013651,Small issue
8599,IR-0013652,Question
8600,IR-0013653,Not able to import one asset using datautil.exe in lab - the one is 
8601,IR-0013654,Feature Request
8602,IR-0013655,License Check (Realogy)
8603,IR-0013656,License Check (Stream)
8604,IR-0013657,Emailing: Layouts.zip
8605,IR-0013658,Help with Setting up approval groups
8606,IR-0013659,Question about downloading MR3
8608,IR-0013661,Deleted Tasks and now recieving "Cannot submit RFC for validation without completing task"
8609,IR-0013662,Problem Importing Customized XML File
8610,IR-0013663,Crystal Report Problem
8611,IR-0013664,Unable to Approve Reject via email - Need assistance 
8612,IR-0013665,How do you retire a CI to do not count in the TA license?
8613,IR-0013666,Error trying access ChangeGear desktop-Community Bank & Trust Co.
8614,IR-0013667,Notification Rules
8615,IR-0013668,Email account name change
8617,IR-0013670,Error with email connector
8618,IR-0013671,Support Request - Medium
8619,IR-0013672,User cannot approve rfc recieves web error
8620,IR-0013673,Installing ChangeGear on DR Server
8621,IR-0013674,Question about the size of Description
8622,IR-0013675,License Check (Investcorp)
8623,IR-0013676,ChangeGear
8625,IR-0013678,License Check (ISACA) Urgent
8626,IR-0013679,RE: Your ChangeGear order has been processed
8627,IR-0013680,More problems with ticket import
8628,IR-0013681,AD Import
8629,IR-0013682,RE: Your ChangeGear order has been processed
8631,IR-0013684,DBNull Error
8633,IR-0013686,Question setting up reports
8635,IR-0013688,Error when trying to delete records
8636,IR-0013689,The scan is never working for DELL Precision Workstation 390
8637,IR-0013690,Sales inquiry
8638,IR-0013691,Survey Module - download 
8639,IR-0013692,Service Request 
8641,IR-0013694,Problem with accessing cgweb from remote client
8642,IR-0013695,Problem with accessing web
8643,IR-0013696,Batch File Notification / Add "Start Date" and "End Date"
8644,IR-0013697,Need access to QA and Deploymenet Checkboxes from BPA Criteria
8645,IR-0013698,Workflow actions are using user role privileges instead of team membership privileges
8646,IR-0013699,License Check (Challenger)
8647,IR-0013700,Workflow | Notification Rules
8652,IR-0013705,FW: MR3 Installed on Production server
8653,IR-0013706,Extend CG 4.5 Trial
8654,IR-0013707,Error Opening Approval tab of a closed Change ticket - Urgent
8655,IR-0013708,ChangeGear detected error when attempting to edit RFC
8656,IR-0013709,Issue with ISR field not updating correctly
8657,IR-0013710,Incident touch report duplicates
8658,IR-0013711,Custom Roles Issue
8659,IR-0013712,Windows 7 VS RDE
8660,IR-0013713,RFC denied reason can we copy the rejection reason in the linked IR?
8661,IR-0013714,FW: MR3 Installed on Production server
8662,IR-0013715,Deleted change types on rfcs show up blank
8663,IR-0013716,Problem with end user global views not displaying on 4.0 test server
8664,IR-0013717,Issues after upgrading to MR3 - cusotmizations not working
8665,IR-0013718,SMTP Error
8666,IR-0013719,Extra License Issue
8667,IR-0013720,Cannot uninstall RDE from Test server - beta version of RDE
8668,IR-0013721,License Check (Taleo)
8670,IR-0013723,Question regarding timeout
8671,IR-0013724,Questions regarding licenses
8672,IR-0013725,Cannot reopen a task when it's closed
8673,IR-0013726,Cannot log into ChangeGear
8674,IR-0013727,Email address question after setting up additional web installs
8676,IR-0013729,Tracking the license usage in CG4.0
8677,IR-0013730,holding named license
8678,IR-0013731,Object reference error
8681,IR-0013734,Removing a view in 3.0
8682,IR-0013735,Log settings in CG4.0
8683,IR-0013736,ChangeGear error report from Womble Carlyle Sandridge & Rice PLLC
8684,IR-0013737,FW: changegear error
8685,IR-0013738,Time Out for Reports
8687,IR-0013740,FW: change gear Titles/departments/licenses
8691,IR-0013744,New license file
8694,IR-0013747,Instructions on setting up additional web server
8695,IR-0013748,AD Import not working
8696,IR-0013749,ChangeGear Error
8697,IR-0013750,Administrator role cannot choose anyone assigned to site license to the Assigned To: drop-down
8699,IR-0013752,Questions regarding upgrading to most recent version
8700,IR-0013753,License Check (Vaco Technology Services - Healthways) URGENT
8701,IR-0013754,License Check (eQHealth)
8702,IR-0013755,License Check (StarTek)
8703,IR-0013756,Customizations not working on Web 
8704,IR-0013757,License Check (Finning)
8705,IR-0013758,License Check (MultiCare)
8706,IR-0013759,Crystal reports do not run
8707,IR-0013760,ChangeGear error report
8708,IR-0013761,ChangeGear error report
8709,IR-0013762,Adding action for end user role
8710,IR-0013763,No notification rules for Knowledge base.
8711,IR-0013764,Palm Beach school District
8713,IR-0013766,FW: Thank you for Choosing Sunview Software!
8714,IR-0013767,Why doesnt the show BPA history button display for techs?
8715,IR-0013768,Deleting Default Resource Types
8716,IR-0013769,ChangeGear Questions
8717,IR-0013770,Impacted  Resources not showing for some users
8719,IR-0013772,Active directory Import
8720,IR-0013773,Tickets not being pulled into changegear by email conenctor
8721,IR-0013774,Trial data not loading with new install
8722,IR-0013775,Cannot trigger BPA
8724,IR-0013777,Setting up new view for QA Manager
8725,IR-0013778,Error trying to use new custom lookup entity
8726,IR-0013779,IR-0002268: Due date of RFCs
8728,IR-0013781,ChangeGear is very slow
8729,IR-0013782,Changing Mandatory Fields
8730,IR-0013783,Questions about Outlook MAPI config on Change gear server
8732,IR-0013785,Chnaging URL of the link back when you click 'log off"
8733,IR-0013786,Error when adding action to Change Mangement Workflow
8734,IR-0013787,Bug with drop down list in RFC assigned field when we create a RFC from a template
8735,IR-0013788,Setting up report to show who approved a rfc
8736,IR-0013789,Duplicate Task notifications
8737,IR-0013790,Can staff users be sent to the End User view of KBase articles instead of the editor?
8738,IR-0013791,Do some resource types hide the configuration tab in the CMDB?
8739,IR-0013792,MySunview Logins
8740,IR-0013793,Custom RFC View
8741,IR-0013794,Duplicate feature in CG 4.0
8742,IR-0013795,Palm Beach School District SunView Software Support Incident #IR-0013764
8743,IR-0013796,use a Team in Approval Group Criteria?
8744,IR-0013797,Error on Web
8745,IR-0013798,FW: Email Connector Error
8747,IR-0013800,Can't run Crystal Report
8748,IR-0013801,FW: Ticket
8749,IR-0013802,FW: Email Connector Error
8750,IR-0013803,Status
8751,IR-0013804,Datautil import tool
8752,IR-0013805,FW: Email Connector Error
8753,IR-0013806,UCG employee added to the sunview portal
8754,IR-0013807,4.5 Installation
8756,IR-0013809,Knowledge base error
8757,IR-0013810,Duplicate user creation and wrong team assignment
8758,IR-0013811,ChangeGear error report from Vaco Technology Services - Healthways
8760,IR-0013813,Quick question
8762,IR-0013815,Error on performing workflow action after upgrade
8763,IR-0013816,ChangeGear error report
8764,IR-0013817,Setting "Default RFC View".
8765,IR-0013818,Files Requested
8766,IR-0013819,Adding "Notes" field to views.
8767,IR-0013820,Error attempting to edit RFC
8768,IR-0013821,FW: Email Connector Error
8769,IR-0013822,Notifications for Incidents submitted though soap requests
8770,IR-0013823,License Check (Medical Defence)
8772,IR-0013825,Spoke to Justin
8773,IR-0013826,FW: Notes about ChangeGear Installation
8774,IR-0013827,RFC got approved when it should not have
8775,IR-0013828,FW: Email Connector Error
8776,IR-0013829,3.5 - 4.0 Upgrade Issues
8777,IR-0013830,Can we import using datautil an attachment in 150 CI for example
8778,IR-0013831,Error when clicking the history hyperlink next the person chooser on RFCs
8779,IR-0013832,Importing RFC's into changegear
8780,IR-0013833,Can we put hyperlinks in the description/notes field?
8781,IR-0013834,Calendar showing MON-SUN
8782,IR-0013835,ChangeGear error report - Test Server
8785,IR-0013838,Report
8786,IR-0013839,Data Loss
8787,IR-0013840,New Version
8788,IR-0013841,MY team task views not allowing you to edit the tasks
8789,IR-0013842,Adding Multiple CIs to RFC
8790,IR-0013843,License Check (Goodrich)
8791,IR-0013844,License Check (Vaco Technology Services - Healthways) Urgent
8793,IR-0013846,Object Reference Error Occurring
8794,IR-0013847,Text Color
8795,IR-0013848,Setting up filter criteria in custom user view
8796,IR-0013849,Approval Group Issue
8797,IR-0013850,FW: ChangeGear CMDB questions
8798,IR-0013851,Email Connector
8800,IR-0013853,MySunView
8801,IR-0013854,Question regarding workaround for not being able to re-order tasks
8802,IR-0013855,ChangeGear error report from Habitat for Humanity International
8803,IR-0013856,Workflow edits change notifications
8804,IR-0013857,Change gear support question
8806,IR-0013859,TEAM Views issues and other issues
8807,IR-0013860,Documentation
8808,IR-0013861,Cannot download installation links because ID isnt known
8809,IR-0013862,Paul Charland IIE - Presales support question
8811,IR-0013864,How do i find the crystal key?
8812,IR-0013865,Dynamic Pending Approvers field for Notifications
8814,IR-0013867,Corrupt RFC - Ticket 2990
8816,IR-0013869,License Check (Canadian Cattle) Urgent
8818,IR-0013871,FW: Scan Finished
8819,IR-0013872,Change Logons
8820,IR-0013873,RE: Change Logons
8821,IR-0013874,MillerCoors ChangeGear "Configuring customizations..." Error
8823,IR-0013876,Word Wraping
8824,IR-0013877,Request to create my Team Task View
8825,IR-0013878,License Check (Denton)
8826,IR-0013879,ChangeGear error report from Metro International
8827,IR-0013880,ChangeGear error report from Metro International
8828,IR-0013881,License Check (SunGard)
8829,IR-0013882,License Check (UCG)
8832,IR-0013885,When trying to repair the application ChangeGear 
8833,IR-0013886,An RFC was deleted can it be retreived or un-deleted?
8834,IR-0013887,How to apply new license
8835,IR-0013888,License Check (R-G Premier) URGENT
8836,IR-0013889,Email Connector Fails for users on Exchange 2007
8837,IR-0013890,After installing version 4.0 only can see The Reports and Administration Tabs. 
8840,IR-0013893,Weekends counting towards ticket notification countdown time
8841,IR-0013894,No information shows on Active Request Screens
8842,IR-0013895,Incident touch report
8843,IR-0013896,Random Change Gear Behaviour: Due Date
8845,IR-0013898,Additional questions regarding workflow overides
8846,IR-0013899,Question regarding how to rename a mispelled field
8847,IR-0013900,Activites Chart not working correctly in Icenter
8848,IR-0013901,How do you make Analysis tab fields required
8849,IR-0013902,Question regarding how to see which date a RFC was approved
8850,IR-0013903,Can't auto logon
8851,IR-0013904,RDE Import is bring in resources that dont appear to exist
8852,IR-0013905,Error when creating a Ticket when trying to submit or safe a Draft. 
8853,IR-0013906,Cannot login to desktop client on windows 7 machine
8854,IR-0013907,Needs 4.0 license to include Crystal
8855,IR-0013908,Change Gear - Change Management Question
8856,IR-0013909,Question regarding MAPI
8857,IR-0013910,Customizing email connector to only update existing tickets and not create new ones
8858,IR-0013911,BPA to Auto promote incident to RFC
8859,IR-0013912,Setting up BPA that will notify 2 different people depending on the time of the day.
8860,IR-0013913,License Check (RG Premier)
8861,IR-0013914,Updating Test Environment
8862,IR-0013915,Question regarding adding "Pending Approvers" on the notification email
8863,IR-0013916,Questions and or bugs
8864,IR-0013917,Questions regarding timezones
8865,IR-0013918,getting error with custom numeric field
8866,IR-0013919,Question regarding adding Approvers to changegear report
8867,IR-0013920,ChangeGear error report from CoServ Electric Inc.
8868,IR-0013921,Incident Management Workflow
8869,IR-0013922,Users are receiving an error when they tey to save an Incident.
8870,IR-0013923,Un-Deleting RFC
8871,IR-0013924,BPA to autoclose tickets  with status=pending close greater than 7 day 
8872,IR-0013925,Where is your download portal now?
8873,IR-0013926,FW: Report generating for stats on requestor's team
8874,IR-0013927,FW: ChangeView Attachments
8875,IR-0013928,License Check (Startek) URGENT
8876,IR-0013929,New ChangeGear Version Questions and doubts
8877,IR-0013930,Licensing View Errors
8878,IR-0013931,Team view not showing up
8879,IR-0013932,Description is not saving
8880,IR-0013933,Email Requester Form
8881,IR-0013934,4.5 not pulling in AD data when adding new user
8882,IR-0013935,How to add kb articles ad links on a rfc
8883,IR-0013936,License Check (Occidental)
8884,IR-0013937,Touch Report not working on Healthways ChangeGear
8885,IR-0013938,Errors in Log File
8886,IR-0013939,Completion date not being set
8887,IR-0013940,Setting requester manager as a filter on report makes the preview not work
8888,IR-0013941,Cannot use "Save as" to save a report from my reports to another section
8890,IR-0013943,request for update to my open issue
8891,IR-0013944,2 From Email Addresses on ChangeGear
8892,IR-0013945,Cannot reopen a task once its closed.
8893,IR-0013946,Task Order Issue
8894,IR-0013947,Template Issue
8897,IR-0013950,Customization to remove the "new" button from admins/site licensed users.
8898,IR-0013951,CG/Crystal error for reporting
8899,IR-0013952,Upgrade Questions
8900,IR-0013953,Regarding setting default values in lookuplists
8901,IR-0013954,Trying to add a rule to only allow the user to select certain certain drop down values.
8902,IR-0013955,Task from was not there by default.  Added new task form and cannot open a task
8903,IR-0013956,Query - ChangeGear 4.5
8904,IR-0013957,Change work flow to show comments popup for Approve and Reject action
8905,IR-0013958,Question regarding setting up notification team with a copied AD group
8906,IR-0013959,Change type is showing as base change type in web when its not in client
8908,IR-0013961,Report Issue
8909,IR-0013962,Email Connector Issue - Required action not being performed.
8910,IR-0013963,Questions regardign installation page links
8911,IR-0013964,Adding task types
8912,IR-0013965,Configuring Customizations Error
8913,IR-0013966,Notification Errors
8914,IR-0013967,Teams issue
8915,IR-0013968,Submitted for Approval RFC #RFC-000675 - Ivara - New Employee Setup - 
8916,IR-0013969,Field level security not being respected on "pending approval" state
8918,IR-0013971,FW: ChangeGear Surveys
8920,IR-0013973,FW: RFC Technical Review Required
8921,IR-0013974,Where should backout plan be entered
8922,IR-0013975,If not implemented file fix
8923,IR-0013976,ChangeGear error report from Zale Corporation
8924,IR-0013977,CG 4.0 Patches
8925,IR-0013978,ChangeGear error report
8926,IR-0013979,Read only fields not displaying on template
8927,IR-0013980,FW: Corrupted Views
8928,IR-0013981,Error with Service Desk Satisfaction Survey
8929,IR-0013982,RFC-000431 Issues
8930,IR-0013983,ChangeGear error report from Department of Veteran Affairs
8931,IR-0013984,Services request to add 3 more workflow rules
8932,IR-0013985,Views not appearing Date issue re-occuring
8933,IR-0013986,Questions regarding setting up task workflow
8934,IR-0013987,FW: Announcing ChangeGear 4.5 Availability
8935,IR-0013988,Problem with custom layout on 4.0 test environment
8936,IR-0013989,Question regarding "Origin" field in CG 3.5
8937,IR-0013990,FW: Request for Enhancement - Change Gear
8938,IR-0013991,Is there a way to track how many survey emailsl have been sent out?
8939,IR-0013992,Request to add 'task type" before Descirption on Implementation menu.
8940,IR-0013993,Failed to save changes.
8941,IR-0013994,License Check (UBS)
8942,IR-0013995,new Named user error
8943,IR-0013996,ChangeGear 4.5 Installation not completing
8944,IR-0013997,Error viewing CI's Scan Details
8945,IR-0013998,4.5
8946,IR-0013999,Need direct download files for ChangeGear 4.5
8947,IR-0014000,New tickets being created instead of updating existing
8948,IR-0014001,Report required from Change Gear
8949,IR-0014002,software downloads
8950,IR-0014003,Unable to create a new Team
8951,IR-0014004,would like to have 4.5 available to download
8952,IR-0014005,License Check (Canadian Cattle Identification Agency)
8953,IR-0014006,License Check (Tolko)
8954,IR-0014007,License Check (Fort Dearborn)
8955,IR-0014008,License Check (Mercantile)
8956,IR-0014009,License Check (Laclede)
8957,IR-0014010,License Check (Battelle)
8958,IR-0014011,How to change the SQL password
8959,IR-0014012,License Check (Zale)
8960,IR-0014013,License Check (Sercel)
8961,IR-0014014,License Check (Centennial)
8962,IR-0014015,License Check (TTI)
8963,IR-0014016,License Check (Atlas Pipeline)
8964,IR-0014017,When turning off "auto-discovery" in CG
8965,IR-0014018,Norwood change gear email notification has stopped
8966,IR-0014019,Download 4.5
8967,IR-0014020,Log troubleShooting
8968,IR-0014021,License Check (Wayport) URGENT
8969,IR-0014022,Configuring crystal reports for changegear web
8970,IR-0014023,Task Type Not Showing Upon Save Of Task In RFC
8971,IR-0014024,Display issue after workflow rule prompt is displayed
8972,IR-0014025,We used to have this rule
8973,IR-0014026,CMBD relationship Problem
8974,IR-0014027,License Check (Base Tech)
8975,IR-0014028,License Check (ION)
8976,IR-0014029,License Check (Investcorp)
8977,IR-0014030,Crystal reports account for ChangeGear
8978,IR-0014031,what is this error?
8979,IR-0014032,CG pulling wrong form again
8982,IR-0014035,Unable to Resubmit
8983,IR-0014036,Notification rule uestions
8985,IR-0014038,Questions regarding migrating database and changegear server as well as upgrading to 4.5
8986,IR-0014039,RFC required field error
8987,IR-0014040,Anonymous User
8988,IR-0014041,RE: Anonymous User
8989,IR-0014042,License Check (SNC)
8990,IR-0014043,ChangeGear 4.5 Installaton
8991,IR-0014044,Setting up 4.5 environment cant log in
8992,IR-0014045,4.5 license
8993,IR-0014046,CG 4.5 - Incident Task Management
8994,IR-0014047,FW: Change Gear
8996,IR-0014049,Questions regarding custom views
8997,IR-0014050,ChangeGear error report from Investcorp Bank BSC
8998,IR-0014051,Can the Iimpacted Resources Field be added to the End User IR and RFC form? Will Permissions need to be changed? 
8999,IR-0014052,ChangeGear error report from Teck Resources Limited
9000,IR-0014053,License Check (eQHealth)
9001,IR-0014054,License Check (Stedbanka)
9002,IR-0014055,Cannot open changegear reports
9003,IR-0014056,General questions
9004,IR-0014057,64 bit versus 32 Bit
9005,IR-0014058,License Check (Challenger)
9006,IR-0014059,Installation questions
9007,IR-0014060,License Check (American AgCredit)
9008,IR-0014061,License Check (Concept FZ)
9009,IR-0014062,FW: Update request: Replies to helpdesk emails still generating a 2nd ticket.
9010,IR-0014063,4.5 installation issue
9011,IR-0014064,Notification (email) action details
9012,IR-0014065,4.5 Upgrade
9013,IR-0014066,Customizations on upgrade question
9014,IR-0014067,License Check (Metabolix) URGENT
9015,IR-0014068,Missing RFC approval group from IR promotion
9016,IR-0014069,Problerm with custom fields sometimes not displaying data that was entered
9017,IR-0014070,Default Incident request form 
9019,IR-0014072,Crystal Reports fix question
9020,IR-0014073,Workflow: Tasks question
9021,IR-0014074,Installing 4.5 getting error
9022,IR-0014075,CG Discovery Not Completing Since January 29 2010
